buscar,探す,busco,buscas,busca,buscamos,buscáis,buscan,buscando,buscado,busqué,buscaste,buscó,buscamos,buscasteis,buscaron,buscaba,buscabas,buscaba,buscábamos,buscabais,buscaban,buscaré,buscarás,buscará,buscaremos,buscaréis,buscarán,buscaría,buscarías,buscaría,buscaríamos,buscaríais,buscarían,busque,busques,busque,busquemos,busquéis,busquen,buscara,buscaras,buscara,buscáramos,buscarais,buscaran,buscare,buscares,buscare,buscáremos,buscareis,buscaren,busca,busque,buscad,busquen,
caber,入る、あり得る,quepo,cabes,cabe,cabemos,cabéis,caben,cabiendo,cabido,cupe,cupiste,cupo,cupimos,cupisteis,cupieron,cabía,cabías,cabía,cabíamos,cabíais,cabían,cabré,cabrás,cabrá,cabremos,cabréis,cabrán,cabría,cabrías,cabría,cabríamos,cabríais,cabrían,quepa,quepas,quepa,quepamos,quepáis,quepan,cupiera,cupieras,cupiera,cupiéramos,cupierais,cupieran,cupiere,cupieres,cupiere,cupiéremos,cupiereis,cupieren,cabe,quepa,cabed,quepan,
caer,落ちる、〜な印象だ、転ぶ,caigo,caes,cae,caemos,caéis,caen,cayendo,caído,caí,caíste,cayó,caímos,caísteis,cayeron,caía,caías,caía,caíamos,caíais,caían,caeré,caerás,caerá,caeremos,caeréis,caerán,caería,caerías,caería,caeríamos,caeríais,caerían,caiga,caigas,caiga,caigamos,caigáis,caigan,cayera,cayeras,cayera,cayéramos,cayerais,cayeran,cayere,cayeres,cayere,cayéremos,cayereis,cayeren,cae,caiga,caed,caigan,
caminar,歩く,camino,caminas,camina,caminamos,camináis,caminan,caminando,caminado,caminé,caminaste,caminó,caminamos,caminasteis,caminaron,caminaba,caminabas,caminaba,caminábamos,caminabais,caminaban,caminaré,caminarás,caminará,caminaremos,caminaréis,caminarán,caminaría,caminarías,caminaría,caminaríamos,caminaríais,caminarían,camine,camines,camine,caminemos,caminéis,caminen,caminara,caminaras,caminara,camináramos,caminarais,caminaran,caminare,caminares,caminare,camináremos,caminareis,caminaren,camina,camine,caminad,caminen,
cantar,歌う,canto,cantas,canta,cantamos,cantáis,cantan,cantando,cantado,canté,cantaste,cantó,cantamos,cantasteis,cantaron,cantaba,cantabas,cantaba,cantábamos,cantabais,cantaban,cantaré,cantarás,cantará,cantaremos,cantaréis,cantarán,cantaría,cantarías,cantaría,cantaríamos,cantaríais,cantarían,cante,cantes,cante,cantemos,cantéis,canten,cantara,cantaras,cantara,cantáramos,cantarais,cantaran,cantare,cantares,cantare,cantáremos,cantareis,cantaren,canta,cante,cantad,canten,
cocinar,料理する,cocino,cocinas,cocina,cocinamos,cocináis,cocinan,cocinando,cocinado,cociné,cocinaste,cocinó,cocinamos,cocinasteis,cocinaron,cocinaba,cocinabas,cocinaba,cocinábamos,cocinabais,cocinaban,cocinaré,cocinarás,cocinará,cocinaremos,cocinaréis,cocinarán,cocinaría,cocinarías,cocinaría,cocinaríamos,cocinaríais,cocinarían,cocine,cocines,cocine,cocinemos,cocinéis,cocinen,cocinara,cocinaras,cocinara,cocináramos,cocinarais,cocinaran,cocinare,cocinares,cocinare,cocináremos,cocinareis,cocinaren,cocina,cocine,cocinad,cocinen,
colaborar,協力する,colaboro,colaboras,colabora,colaboramos,colaboráis,colaboran,colaborando,colaborado,colaboré,colaboraste,colaboró,colaboramos,colaborasteis,colaboraron,colaboraba,colaborabas,colaboraba,colaborábamos,colaborabais,colaboraban,colaboraré,colaborarás,colaborará,colaboraremos,colaboraréis,colaborarán,colaboraría,colaborarías,colaboraría,colaboraríamos,colaboraríais,colaborarían,colabore,colabores,colabore,colaboremos,colaboréis,colaboren,colaborara,colaboraras,colaborara,colaboráramos,colaborarais,colaboraran,colaborare,colaborares,colaborare,colaboráremos,colaborareis,colaboraren,colabora,colabore,colaborad,colaboren,
comer,食べる,como,comes,come,comemos,coméis,comen,comiendo,comido,comí,comiste,comió,comimos,comisteis,comieron,comía,comías,comía,comíamos,comíais,comían,comeré,comerás,comerá,comeremos,comeréis,comerán,comería,comerías,comería,comeríamos,comeríais,comerían,coma,comas,coma,comamos,comáis,coman,comiera,comieras,comiera,comiéramos,comierais,comieran,comiere,comieres,comiere,comiéremos,comiereis,comieren,come,coma,comed,coman,
comprar,買う,compro,compras,compra,compramos,compráis,compran,comprando,comprado,compré,compraste,compró,compramos,comprasteis,compraron,compraba,comprabas,compraba,comprábamos,comprabais,compraban,compraré,comprarás,comprará,compraremos,compraréis,comprarán,compraría,comprarías,compraría,compraríamos,compraríais,comprarían,compre,compres,compre,compremos,compréis,compren,comprara,compraras,comprara,compráramos,comprarais,compraran,comprare,comprares,comprare,compráremos,comprareis,compraren,compra,compre,comprad,compren,
comprender,理解する,comprendo,comprendes,comprende,comprendemos,comprendéis,comprenden,comprendiendo,comprendido,comprendí,comprendiste,comprendió,comprendimos,comprendisteis,comprendieron,comprendía,comprendías,comprendía,comprendíamos,comprendíais,comprendían,comprenderé,comprenderás,comprenderá,comprenderemos,comprenderéis,comprenderán,comprendería,comprenderías,comprendería,comprenderíamos,comprenderíais,comprenderían,comprenda,comprendas,comprenda,comprendamos,comprendáis,comprendan,comprendiera,comprendieras,comprendiera,comprendiéramos,comprendierais,comprendieran,comprendiere,comprendieres,comprendiere,comprendiéremos,comprendiereis,comprendieren,comprende,comprenda,comprended,comprendan,
concluir,〜と結論する,concluyo,concluyes,concluye,concluimos,concluís,concluyen,concluyendo,concluido,concluí,concluiste,concluyó,concluimos,concluisteis,concluyeron,concluía,concluías,concluía,concluíamos,concluíais,concluían,concluiré,concluirás,concluirá,concluiremos,concluiréis,concluirán,concluiría,concluirías,concluiría,concluiríamos,concluiríais,concluirían,concluya,concluyas,concluya,concluyamos,concluyáis,concluyan,concluyera,concluyeras,concluyera,concluyéramos,concluyerais,concluyeran,concluyere,concluyeres,concluyere,concluyéremos,concluyereis,concluyeren,concluye,concluya,concluid,concluyan,
conocer,知っている,conozco,conoces,conoce,conocemos,conocéis,conocen,conociendo,conocido,conocí,conociste,conoció,conocimos,conocisteis,conocieron,conocía,conocías,conocía,conocíamos,conocíais,conocían,conoceré,conocerás,conocerá,conoceremos,conoceréis,conocerán,conocería,conocerías,conocería,conoceríamos,conoceríais,conocerían,conozca,conozcas,conozca,conozcamos,conozcáis,conozcan,conociera,conocieras,conociera,conociéramos,conocierais,conocieran,conociere,conocieres,conociere,conociéremos,conociereis,conocieren,conoce,conozca,conoced,conozcan,
conseguir,得る,consigo,consigues,consigue,conseguimos,conseguís,consiguen,consiguiendo,conseguido,conseguí,conseguiste,consiguió,conseguimos,conseguisteis,consiguieron,conseguía,conseguías,conseguía,conseguíamos,conseguíais,conseguían,conseguiré,conseguirás,conseguirá,conseguiremos,conseguiréis,conseguirán,conseguiría,conseguirías,conseguiría,conseguiríamos,conseguiríais,conseguirían,consiga,consigas,consiga,consigamos,consigáis,consigan,consiguiera,consiguieras,consiguiera,consiguiéramos,consiguierais,consiguieran,consiguiere,consiguieres,consiguiere,consiguiéremos,consiguiereis,consiguieren,consigue,consiga,conseguid,consigan,
construir,建てる,construyo,construyes,construye,construimos,construís,construyen,construyendo,construido,construí,construiste,construyó,construimos,construisteis,construyeron,construía,construías,construía,construíamos,construíais,construían,construiré,construirás,construirá,construiremos,construiréis,construirán,construiría,construirías,construiría,construiríamos,construiríais,construirían,construya,construyas,construya,construyamos,construyáis,construyan,construyera,construyeras,construyera,construyéramos,construyerais,construyeran,construyere,construyeres,construyere,construyéremos,construyereis,construyeren,construye,construya,construid,construyan,
contar,数える、みなす、語る,cuento,cuentas,cuenta,contamos,contáis,cuentan,contando,contado,conté,contaste,contó,contamos,contasteis,contaron,contaba,contabas,contaba,contábamos,contabais,contaban,contaré,contarás,contará,contaremos,contaréis,contarán,contaría,contarías,contaría,contaríamos,contaríais,contarían,cuente,cuentes,cuente,contemos,contéis,cuenten,contara,contaras,contara,contáramos,contarais,contaran,contare,contares,contare,contáremos,contareis,contaren,cuenta,cuente,contad,cuenten,
creer,信じる,creo,crees,cree,creemos,creéis,creen,creyendo,creído,creí,creíste,creyó,creímos,creísteis,creyeron,creía,creías,creía,creíamos,creíais,creían,creeré,creerás,creerá,creeremos,creeréis,creerán,creería,creerías,creería,creeríamos,creeríais,creerían,crea,creas,crea,creamos,creáis,crean,creyera,creyeras,creyera,creyéramos,creyerais,creyeran,creyere,creyeres,creyere,creyéremos,creyereis,creyeren,cree,crea,creed,crean,
cubrir,包む,cubro,cubres,cubre,cubrimos,cubrís,cubren,cubriendo,cubierto,cubrí,cubriste,cubrió,cubrimos,cubristeis,cubrieron,cubría,cubrías,cubría,cubríamos,cubríais,cubrían,cubriré,cubrirás,cubrirá,cubriremos,cubriréis,cubrirán,cubriría,cubrirías,cubriría,cubriríamos,cubriríais,cubrirían,cubra,cubras,cubra,cubramos,cubráis,cubran,cubriera,cubrieras,cubriera,cubriéramos,cubrierais,cubrieran,cubriere,cubrieres,cubriere,cubriéremos,cubriereis,cubrieren,cubre,cubra,cubrid,cubran,
dar,与える,doy,das,da,damos,dais,dan,dando,dado,di,diste,dio,dimos,disteis,dieron,daba,dabas,daba,dábamos,dabais,daban,daré,darás,dará,daremos,daréis,darán,daría,darías,daría,daríamos,daríais,darían,dé,des,dé,demos,deis,den,diera,dieras,diera,diéramos,dierais,dieran,diere,dieres,diere,diéremos,diereis,dieren,da,dé,dad,den,
deber,しなければならない,debo,debes,debe,debemos,debéis,deben,debiendo,debido,debí,debiste,debió,debimos,debisteis,debieron,debía,debías,debía,debíamos,debíais,debían,deberé,deberás,deberá,deberemos,deberéis,deberán,debería,deberías,debería,deberíamos,deberíais,deberían,deba,debas,deba,debamos,debáis,deban,debiera,debieras,debiera,debiéramos,debierais,debieran,debiere,debieres,debiere,debiéremos,debiereis,debieren,debe,deba,debed,deban,
decir,言う,digo,dices,dice,decimos,decís,dicen,diciendo,dicho,dije,dijiste,dijo,dijimos,dijisteis,dijeron,decía,decías,decía,decíamos,decíais,decían,diré,dirás,dirá,diremos,diréis,dirán,diría,dirías,diría,diríamos,diríais,dirían,diga,digas,diga,digamos,digáis,digan,dijera,dijeras,dijera,dijéramos,dijerais,dijeran,dijere,dijeres,dijere,dijéremos,dijereis,dijeren,di,diga,decid,digan,
dejar,置いておく,dejo,dejas,deja,dejamos,dejáis,dejan,dejando,dejado,dejé,dejaste,dejó,dejamos,dejasteis,dejaron,dejaba,dejabas,dejaba,dejábamos,dejabais,dejaban,dejaré,dejarás,dejará,dejaremos,dejaréis,dejarán,dejaría,dejarías,dejaría,dejaríamos,dejaríais,dejarían,deje,dejes,deje,dejemos,dejéis,dejen,dejara,dejaras,dejara,dejáramos,dejarais,dejaran,dejare,dejares,dejare,dejáremos,dejareis,dejaren,deja,deje,dejad,dejen,
descansar,休む,descanso,descansas,descansa,descansamos,descansáis,descansan,descansando,descansado,descansé,descansaste,descansó,descansamos,descansasteis,descansaron,descansaba,descansabas,descansaba,descansábamos,descansabais,descansaban,descansaré,descansarás,descansará,descansaremos,descansaréis,descansarán,descansaría,descansarías,descansaría,descansaríamos,descansaríais,descansarían,descanse,descanses,descanse,descansemos,descanséis,descansen,descansara,descansaras,descansara,descansáramos,descansarais,descansaran,descansare,descansares,descansare,descansáremos,descansareis,descansaren,descansa,descanse,descansad,descansen,
descubrir,発見する,descubro,descubres,descubre,descubrimos,descubrís,descubren,descubriendo,descubierto,descubrí,descubriste,descubrió,descubrimos,descubristeis,descubrieron,descubría,descubrías,descubría,descubríamos,descubríais,descubrían,descubriré,descubrirás,descubrirá,descubriremos,descubriréis,descubrirán,descubriría,descubrirías,descubriría,descubriríamos,descubriríais,descubrirían,descubra,descubras,descubra,descubramos,descubráis,descubran,descubriera,descubrieras,descubriera,descubriéramos,descubrierais,descubrieran,descubriere,descubrieres,descubriere,descubriéremos,descubriereis,descubrieren,descubre,descubra,descubrid,descubran,
discutir,議論、口論する,discuto,discutes,discute,discutimos,discutís,discuten,discutiendo,discutido,discutí,discutiste,discutió,discutimos,discutisteis,discutieron,discutía,discutías,discutía,discutíamos,discutíais,discutían,discutiré,discutirás,discutirá,discutiremos,discutiréis,discutirán,discutiría,discutirías,discutiría,discutiríamos,discutiríais,discutirían,discuta,discutas,discuta,discutamos,discutáis,discutan,discutiera,discutieras,discutiera,discutiéramos,discutierais,discutieran,discutiere,discutieres,discutiere,discutiéremos,discutiereis,discutieren,discute,discuta,discutid,discutan,
dormir,眠る,duermo,duermes,duerme,dormimos,dormís,duermen,durmiendo,dormido,dormí,dormiste,durmió,dormimos,dormisteis,durmieron,dormía,dormías,dormía,dormíamos,dormíais,dormían,dormiré,dormirás,dormirá,dormiremos,dormiréis,dormirán,dormiría,dormirías,dormiría,dormiríamos,dormiríais,dormirían,duerma,duermas,duerma,durmamos,durmáis,duerman,durmiera,durmieras,durmiera,durmiéramos,durmierais,durmieran,durmiere,durmieres,durmiere,durmiéremos,durmiereis,durmieren,duerme,duerma,dormid,duerman,
empezar,始まる,empiezo,empiezas,empieza,empezamos,empezáis,empiezan,empezando,empezado,empecé,empezaste,empezó,empezamos,empezasteis,empezaron,empezaba,empezabas,empezaba,empezábamos,empezabais,empezaban,empezaré,empezarás,empezará,empezaremos,empezaréis,empezarán,empezaría,empezarías,empezaría,empezaríamos,empezaríais,empezarían,empiece,empieces,empiece,empecemos,empecéis,empiecen,empezara,empezaras,empezara,empezáramos,empezarais,empezaran,empezare,empezares,empezare,empezáremos,empezareis,empezaren,empieza,empiece,empezad,empiecen,
encontrar,見つける、出会う,encuentro,encuentras,encuentra,encontramos,encontráis,encuentran,encontrando,encontrado,encontré,encontraste,encontró,encontramos,encontrasteis,encontraron,encontraba,encontrabas,encontraba,encontrábamos,encontrabais,encontraban,encontraré,encontrarás,encontrará,encontraremos,encontraréis,encontrarán,encontraría,encontrarías,encontraría,encontraríamos,encontraríais,encontrarían,encuentre,encuentres,encuentre,encontremos,encontréis,encuentren,encontrara,encontraras,encontrara,encontráramos,encontrarais,encontraran,encontrare,encontrares,encontrare,encontráremos,encontrareis,encontraren,encuentra,encuentre,encontrad,encuentren,
entregar,あげる、贈る,entrego,entregas,entrega,entregamos,entregáis,entregan,entregando,entregado,entregué,entregaste,entregó,entregamos,entregasteis,entregaron,entregaba,entregabas,entregaba,entregábamos,entregabais,entregaban,entregaré,entregarás,entregará,entregaremos,entregaréis,entregarán,entregaría,entregarías,entregaría,entregaríamos,entregaríais,entregarían,entregue,entregues,entregue,entreguemos,entreguéis,entreguen,entregara,entregaras,entregara,entregáramos,entregarais,entregaran,entregare,entregares,entregare,entregáremos,entregareis,entregaren,entrega,entregue,entregad,entreguen,
equivocar,(人を)間違えさせる,equivoco,equivocas,equivoca,equivocamos,equivocáis,equivocan,equivocando,equivocado,equivoqué,equivocaste,equivocó,equivocamos,equivocasteis,equivocaron,equivocaba,equivocabas,equivocaba,equivocábamos,equivocabais,equivocaban,equivocaré,equivocarás,equivocará,equivocaremos,equivocaréis,equivocarán,equivocaría,equivocarías,equivocaría,equivocaríamos,equivocaríais,equivocarían,equivoque,equivoques,equivoque,equivoquemos,equivoquéis,equivoquen,equivocara,equivocaras,equivocara,equivocáramos,equivocarais,equivocaran,equivocare,equivocares,equivocare,equivocáremos,equivocareis,equivocaren,equivoca,equivoque,equivocad,equivoquen,
escribir,書く,escribo,escribes,escribe,escribimos,escribís,escriben,escribiendo,escrito,escribí,escribiste,escribió,escribimos,escribisteis,escribieron,escribía,escribías,escribía,escribíamos,escribíais,escribían,escribiré,escribirás,escribirá,escribiremos,escribiréis,escribirán,escribiría,escribirías,escribiría,escribiríamos,escribiríais,escribirían,escriba,escribas,escriba,escribamos,escribáis,escriban,escribiera,escribieras,escribiera,escribiéramos,escribierais,escribieran,escribiere,escribieres,escribiere,escribiéremos,escribiereis,escribieren,escribe,escriba,escribid,escriban,
escuchar,聞く,escucho,escuchas,escucha,escuchamos,escucháis,escuchan,escuchando,escuchado,escuché,escuchaste,escuchó,escuchamos,escuchasteis,escucharon,escuchaba,escuchabas,escuchaba,escuchábamos,escuchabais,escuchaban,escucharé,escucharás,escuchará,escucharemos,escucharéis,escucharán,escucharía,escucharías,escucharía,escucharíamos,escucharíais,escucharían,escuche,escuches,escuche,escuchemos,escuchéis,escuchen,escuchara,escucharas,escuchara,escucháramos,escucharais,escucharan,escuchare,escuchares,escuchare,escucháremos,escuchareis,escucharen,escucha,escuche,escuchad,escuchen,
esperar,待つ,espero,esperas,espera,esperamos,esperáis,esperan,esperando,esperado,esperé,esperaste,esperó,esperamos,esperasteis,esperaron,esperaba,esperabas,esperaba,esperábamos,esperabais,esperaban,esperaré,esperarás,esperará,esperaremos,esperaréis,esperarán,esperaría,esperarías,esperaría,esperaríamos,esperaríais,esperarían,espere,esperes,espere,esperemos,esperéis,esperen,esperara,esperaras,esperara,esperáramos,esperarais,esperaran,esperare,esperares,esperare,esperáremos,esperareis,esperaren,espera,espere,esperad,esperen,
estar,一時的状態を述べるとき,estoy,estás,está,estamos,estáis,están,estando,estado,estuve,estuviste,estuvo,estuvimos,estuvisteis,estuvieron,estaba,estabas,estaba,estábamos,estabais,estaban,estaré,estarás,estará,estaremos,estaréis,estarán,estaría,estarías,estaría,estaríamos,estaríais,estarían,esté,estés,esté,estemos,estéis,estén,estuviera,estuvieras,estuviera,estuviéramos,estuvierais,estuvieran,estuviere,estuvieres,estuviere,estuviéremos,estuviereis,estuvieren,está,esté,estad,estén,
explicar,説明する,explico,explicas,explica,explicamos,explicáis,explican,explicando,explicado,expliqué,explicaste,explicó,explicamos,explicasteis,explicaron,explicaba,explicabas,explicaba,explicábamos,explicabais,explicaban,explicaré,explicarás,explicará,explicaremos,explicaréis,explicarán,explicaría,explicarías,explicaría,explicaríamos,explicaríais,explicarían,explique,expliques,explique,expliquemos,expliquéis,expliquen,explicara,explicaras,explicara,explicáramos,explicarais,explicaran,explicare,explicares,explicare,explicáremos,explicareis,explicaren,explica,explique,explicad,expliquen,
gustar,好まれる,gusto,gustas,gusta,gustamos,gustáis,gustan,gustando,gustado,gusté,gustaste,gustó,gustamos,gustasteis,gustaron,gustaba,gustabas,gustaba,gustábamos,gustabais,gustaban,gustaré,gustarás,gustará,gustaremos,gustaréis,gustarán,gustaría,gustarías,gustaría,gustaríamos,gustaríais,gustarían,guste,gustes,guste,gustemos,gustéis,gusten,gustara,gustaras,gustara,gustáramos,gustarais,gustaran,gustare,gustares,gustare,gustáremos,gustareis,gustaren,gusta,guste,gustad,gusten,
haber,（完了時制）、―がある,he,has,ha,hemos,habéis,han,habiendo,habido,hube,hubiste,hubo,hubimos,hubisteis,hubieron,había,habías,había,habíamos,habíais,habían,habré,habrás,habrá,habremos,habréis,habrán,habría,habrías,habría,habríamos,habríais,habrían,haya,hayas,haya,hayamos,hayáis,hayan,hubiera,hubieras,hubiera,hubiéramos,hubierais,hubieran,hubiere,hubieres,hubiere,hubiéremos,hubiereis,hubieren,he,haya,habed,hayan,
hablar,話す,hablo,hablas,habla,hablamos,habláis,hablan,hablando,hablado,hablé,hablaste,habló,hablamos,hablasteis,hablaron,hablaba,hablabas,hablaba,hablábamos,hablabais,hablaban,hablaré,hablarás,hablará,hablaremos,hablaréis,hablarán,hablaría,hablarías,hablaría,hablaríamos,hablaríais,hablarían,hable,hables,hable,hablemos,habléis,hablen,hablara,hablaras,hablara,habláramos,hablarais,hablaran,hablare,hablares,hablare,habláremos,hablareis,hablaren,habla,hable,hablad,hablen,
hacer,する、行う、作る、(天候が)〜だ,hago,haces,hace,hacemos,hacéis,hacen,haciendo,hecho,hice,hiciste,hizo,hicimos,hicisteis,hicieron,hacía,hacías,hacía,hacíamos,hacíais,hacían,haré,harás,hará,haremos,haréis,harán,haría,harías,haría,haríamos,haríais,harían,haga,hagas,haga,hagamos,hagáis,hagan,hiciera,hicieras,hiciera,hiciéramos,hicierais,hicieran,hiciere,hicieres,hiciere,hiciéremos,hiciereis,hicieren,haz,haga,haced,hagan,
importar,重要とされる,importo,importas,importa,importamos,importáis,importan,importando,importado,importé,importaste,importó,importamos,importasteis,importaron,importaba,importabas,importaba,importábamos,importabais,importaban,importaré,importarás,importará,importaremos,importaréis,importarán,importaría,importarías,importaría,importaríamos,importaríais,importarían,importe,importes,importe,importemos,importéis,importen,importara,importaras,importara,importáramos,importarais,importaran,importare,importares,importare,importáremos,importareis,importaren,importa,importe,importad,importen,
interesar,興味を引く,intereso,interesas,interesa,interesamos,interesáis,interesan,interesando,interesado,interesé,interesaste,interesó,interesamos,interesasteis,interesaron,interesaba,interesabas,interesaba,interesábamos,interesabais,interesaban,interesaré,interesarás,interesará,interesaremos,interesaréis,interesarán,interesaría,interesarías,interesaría,interesaríamos,interesaríais,interesarían,interese,intereses,interese,interesemos,intereséis,interesen,interesara,interesaras,interesara,interesáramos,interesarais,interesaran,interesare,interesares,interesare,interesáremos,interesareis,interesaren,interesa,interese,interesad,interesen,
invitar,招待する,invito,invitas,invita,invitamos,invitáis,invitan,invitando,invitado,invité,invitaste,invitó,invitamos,invitasteis,invitaron,invitaba,invitabas,invitaba,invitábamos,invitabais,invitaban,invitaré,invitarás,invitará,invitaremos,invitaréis,invitarán,invitaría,invitarías,invitaría,invitaríamos,invitaríais,invitarían,invite,invites,invite,invitemos,invitéis,inviten,invitara,invitaras,invitara,invitáramos,invitarais,invitaran,invitare,invitares,invitare,invitáremos,invitareis,invitaren,invita,invite,invitad,inviten,
ir,行く、〜するつもりだ,voy,vas,va,vamos,vais,van,yendo,ido,fui,fuiste,fue,fuimos,fuisteis,fueron,iba,ibas,iba,íbamos,ibais,iban,iré,irás,irá,iremos,iréis,irán,iría,irías,iría,iríamos,iríais,irían,vaya,vayas,vaya,vayamos,vayáis,vayan,fuera,fueras,fuera,fuéramos,fuerais,fueran,fuere,fueres,fuere,fuéremos,fuereis,fueren,ve,vaya,id,vayan,
